scenario_id,catalyst,geometry,response,varied_factor,derivative_coordinate,coordinate_value,response_value,local_derivative,local_elasticity,fixed_C_catalyst_feed_M,fixed_C_EGDA_feed_M,fixed_Q_total_mL_min,fixed_temp_C
fb92178e2d28ea0a,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.999931225544,-0.0377453991205,-0.000126607396338,0.1,0.1,2,
c3b732dafcdf1427,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00230866905229,0.0182176967899,-169.354945574,-21.4617976251,0.1,0.1,2,
feaab7481770f661,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00242042841583,0.00436903190796,-78.4751143604,-43.4749392394,0.1,0.1,2,
3674008644952745,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00254355843826,0.000870657336935,-17.4598451358,-51.0075945403,0.1,0.1,2,
530251d5c6dd319e,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00267988744473,0.00014352896053,-3.19708101267,-59.6939964865,0.1,0.1,2,
705275d046eac5e8,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00283165793572,1.92996799224e-05,-0.480259837485,-70.4639447643,0.1,0.1,2,
2695118c67d689bc,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.003001650908,2.06738481629e-06,-0.0583797418464,-84.7619677484,0.1,0.1,2,
33a49931ca048840,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00319335781574,1.69977310423e-07,-0.00501651273969,-94.2450502669,0.1,0.1,2,
fb92178e2d28ea0a,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00335401643468,2.11935104392e-08,0.00316433946734,500.778132476,0.1,0.1,2,
6a94a873c7f5e21f,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.126413901914,-710.066737331,-12.9677913325,0.1,0.1,4,
9aaa79fb7847353d,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0626134454449,-431.680216998,-16.6873273999,0.1,0.1,4,
241bdfba2506bd8d,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.0283432685108,-204.196853145,-18.3248671086,0.1,0.1,4,
288ffd59bad23d8a,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.0116944455304,-87.1803114688,-19.9781530065,0.1,0.1,4,
2afca12b27c2e8fa,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.00436689314842,-33.5766863367,-21.7723876195,0.1,0.1,4,
459c4fb55cf059ca,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.003001650908,0.00145874436327,-11.5940885096,-23.857097363,0.1,0.1,4,
cc010d4999cc5736,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000428038899392,-3.37906113122,-25.2092772143,0.1,0.1,4,
4dd5dd7f5d98ca9a,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.000154091693498,-0.0312408831497,-0.680000544735,0.1,0.1,4,
6a94a873c7f5e21f,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.121529782145,-663.994934384,-12.6137357349,0.1,0.1,4,
9aaa79fb7847353d,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0614840970713,-410.558162059,-16.1623361021,0.1,0.1,4,
241bdfba2506bd8d,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.0281223682827,-199.676908836,-18.0599969849,0.1,0.1,4,
288ffd59bad23d8a,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.0116583480386,-86.3687309132,-19.8534540936,0.1,0.1,4,
2afca12b27c2e8fa,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.00436205760935,-33.4558805952,-21.7181014714,0.1,0.1,4,
459c4fb55cf059ca,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.00145822715172,-11.5794607314,-23.8354489405,0.1,0.1,4,
cc010d4999cc5736,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000427996395753,-3.37780612615,-25.2024168896,0.1,0.1,4,
4dd5dd7f5d98ca9a,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.000154086394707,-0.0320327341318,-0.697260241112,0.1,0.1,4,
6a94a873c7f5e21f,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.96136406127,232.432553227,0.558175475868,0.1,0.1,4,
9aaa79fb7847353d,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.981963165171,136.200610913,0.335719139578,0.1,0.1,4,
241bdfba2506bd8d,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.992206254265,60.0958316129,0.154057948079,0.1,0.1,4,
288ffd59bad23d8a,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.996913278895,24.3602856237,0.065484957393,0.1,0.1,4,
2afca12b27c2e8fa,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.998892682071,8.97904452099,0.0254537680868,0.1,0.1,4,
459c4fb55cf059ca,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.999645440587,2.97279617156,0.00892646128854,0.1,0.1,4,
cc010d4999cc5736,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.999900701457,0.82691224133,0.00264088890521,0.1,0.1,4,
4dd5dd7f5d98ca9a,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.999965612742,-0.0188474609058,-6.32168674848e-05,0.1,0.1,4,
6a94a873c7f5e21f,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00230866905229,0.00488411976901,-46.0718029465,-21.7776284523,0.1,0.1,4,
9aaa79fb7847353d,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00242042841583,0.00112934837354,-21.1220549386,-45.2689561271,0.1,0.1,4,
241bdfba2506bd8d,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00254355843826,0.000220900228085,-4.51994430912,-52.0449552615,0.1,0.1,4,
288ffd59bad23d8a,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00267988744473,3.609749183e-05,-0.811580555679,-60.2519574432,0.1,0.1,4,
2afca12b27c2e8fa,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00283165793572,4.83553907764e-06,-0.120805741506,-70.7429990995,0.1,0.1,4,
459c4fb55cf059ca,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.003001650908,5.1721154511e-07,-0.0146277782034,-84.8926984351,0.1,0.1,4,
cc010d4999cc5736,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00319335781574,4.25036392173e-08,-0.00125500507635,-94.2902853296,0.1,0.1,4,
4dd5dd7f5d98ca9a,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00335401643468,5.29879057602e-09,0.000791850981191,501.224037189,0.1,0.1,4,
914ca800b16af471,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.0861611905593,-490.965087268,-13.1552952713,0.1,0.1,6,
abca6b6fdb36cfff,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0421909048427,-295.909217032,-16.9758643499,0.1,0.1,6,
f77f1f7072430fd0,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.0189859978994,-137.921220899,-18.4773371982,0.1,0.1,6,
1b438747f4d554f1,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.00781158576882,-58.4518244279,-20.0528183446,0.1,0.1,6,
ed4e0090031a703a,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.00291338697188,-22.4355201901,-21.8061381483,0.1,0.1,6,
2892c92ab53fd56b,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.003001650908,0.000972733042839,-7.73580968263,-23.8710922066,0.1,0.1,6,
207d8baddc4d7f3a,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000285379645373,-2.25328221303,-25.2139088499,0.1,0.1,6,
072e5476571d4e48,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.000102730436415,-0.0204732837607,-0.668426345702,0.1,0.1,6,
914ca800b16af471,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.0839389314907,-469.902508927,-12.9242695932,0.1,0.1,6,
abca6b6fdb36cfff,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0416833344457,-286.286426072,-16.62380925,0.1,0.1,6,
f77f1f7072430fd0,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.0188873351549,-135.888791262,-18.300150807,0.1,0.1,6,
1b438747f4d554f1,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.00779551040618,-58.0892771628,-19.9695358521,0.1,0.1,6,
ed4e0090031a703a,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.0029112362714,-22.3817185006,-21.7699165917,0.1,0.1,6,
2892c92ab53fd56b,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.000972503117625,-7.72930358556,-23.8566547555,0.1,0.1,6,
207d8baddc4d7f3a,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000285360753486,-2.25272430477,-25.2093347717,0.1,0.1,6,
072e5476571d4e48,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.000102728081336,-0.020825329334,-0.679935767662,0.1,0.1,6,
914ca800b16af471,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.97420812022,155.316256594,0.368066974061,0.1,0.1,6,
abca6b6fdb36cfff,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.987969672636,90.9548741708,0.222830485691,0.1,0.1,6,
f77f1f7072430fd0,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.994803394325,40.0876494417,0.102497920282,0.1,0.1,6,
1b438747f4d554f1,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.997942112765,16.2431276319,0.0436195178529,0.1,0.1,6,
ed4e0090031a703a,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.999261786883,5.98629084152,0.0169636507564,0.1,0.1,6,
2892c92ab53fd56b,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.999763629687,1.98186922967,0.00595028604374,0.1,0.1,6,
207d8baddc4d7f3a,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.999933800863,0.551268674576,0.00176051467509,0.1,0.1,6,
072e5476571d4e48,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.999977075159,-0.012557505157,-4.21190442476e-05,0.1,0.1,6,
914ca800b16af471,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00230866905229,0.00222225906857,-21.062578341,-21.8815724346,0.1,0.1,6,
abca6b6fdb36cfff,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00242042841583,0.000507570397023,-9.62279096066,-45.887775996,0.1,0.1,6,
f77f1f7072430fd0,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00254355843826,9.86627444306e-05,-2.03242963704,-52.396713504,0.1,0.1,6,
1b438747f4d554f1,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00267988744473,1.60753626354e-05,-0.362547265086,-60.4394367866,0.1,0.1,6,
ed4e0090031a703a,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00283165793572,2.15070047624e-06,-0.0538016895326,-70.8364473822,0.1,0.1,6,
2892c92ab53fd56b,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.003001650908,2.2992521365e-07,-0.00650609707099,-84.9364533391,0.1,0.1,6,
207d8baddc4d7f3a,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00319335781574,1.88918862927e-08,-0.00055790825853,-94.3050720419,0.1,0.1,6,
072e5476571d4e48,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00335401643468,2.35507921928e-09,0.000352045576741,501.370247114,0.1,0.1,6,
10f9632c9b317c2e,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.0653438231638,-374.999431672,-13.2491418563,0.1,0.1,8,
e7049018c6779747,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0318132215282,-225.050543096,-17.1224007925,0.1,0.1,8,
d3f93b33284f3e8d,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.014273593189,-104.119738118,-18.5541674735,0.1,0.1,8,
1692fb44abf08b50,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.00586443384918,-43.9638430884,-20.0902856345,0.1,0.1,8,
eea70f79f3c7ac80,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.00218583762051,-16.8458273117,-21.8230394351,0.1,0.1,8,
03aef97f7164af97,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.003001650908,0.000729638601339,-5.8042655108,-23.8780936327,0.1,0.1,8,
54910fec9d3cce05,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000214042376767,-1.69017725243,-25.2162250326,0.1,0.1,8,
ed101a57299ba4a0,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00335401643468,7.70488176194e-05,-0.0152221846266,-0.662637779358,0.1,0.1,8,
10f9632c9b317c2e,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.0640790100483,-362.983195123,-13.0777312017,0.1,0.1,8,
e7049018c6779747,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0315261121628,-219.570191993,-16.8575791783,0.1,0.1,8,
d3f93b33284f3e8d,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.0142179584459,-102.969803481,-18.4210492333,0.1,0.1,8,
1692fb44abf08b50,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.00585538243512,-43.7593892043,-20.0277674459,0.1,0.1,8,
eea70f79f3c7ac80,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.00218462739762,-16.8155328195,-21.7958618497,0.1,0.1,8,
03aef97f7164af97,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.000729509252064,-5.80060442794,-23.8672635046,0.1,0.1,8,
54910fec9d3cce05,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000214031749692,-1.68986338984,-25.212794229,0.1,0.1,8,
ed101a57299ba4a0,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,7.70474928701e-05,-0.0154202448461,-0.671271091556,0.1,0.1,8,
10f9632c9b317c2e,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.980643723397,116.615776355,0.274541331838,0.1,0.1,8,
e7049018c6779747,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.990975155875,68.2713266261,0.166750758556,0.1,0.1,8,
d3f93b33284f3e8d,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.996102260839,30.0743756451,0.076795259839,0.1,0.1,8,
1692fb44abf08b50,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.998456557906,12.1834090777,0.0327006365603,0.1,0.1,8,
eea70f79f3c7ac80,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.999446334497,4.48980469228,0.012720634063,0.1,0.1,8,
03aef97f7164af97,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.999822721448,1.48641894314,0.00446250187622,0.1,0.1,8,
54910fec9d3cce05,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.999950350607,0.413453474774,0.00132037044071,0.1,0.1,8,
ed101a57299ba4a0,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.999982806364,-0.00941965401944,-3.15942176097e-05,0.1,0.1,8,
10f9632c9b317c2e,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00230866905229,0.00126481311546,-12.0162365493,-21.933290466,0.1,0.1,8,
e7049018c6779747,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00242042841583,0.000287109365412,-5.48035110273,-46.2012011301,0.1,0.1,8,
d3f93b33284f3e8d,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00254355843826,5.56347431383e-05,-1.14993463687,-52.5737297246,0.1,0.1,8,
1692fb44abf08b50,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00267988744473,9.05141405851e-06,-0.204453884127,-60.5334584802,0.1,0.1,8,
eea70f79f3c7ac80,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00283165793572,1.21022288588e-06,-0.0302944922461,-70.8825129473,0.1,0.1,8,
03aef97f7164af97,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.003001650908,1.29349274654e-07,-0.00366108286496,-84.9582862778,0.1,0.1,8,
54910fec9d3cce05,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00319335781574,1.06270741981e-08,-0.000313862595119,-94.31340673,0.1,0.1,8,
ed101a57299ba4a0,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00335401643468,1.32474926977e-09,0.000198060218753,501.451288868,0.1,0.1,8,
f087ea99a41f2c13,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.052626233595,-303.299041176,-13.3054764158,0.1,0.1,10,
473e933fb18c8dd4,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0255326669433,-181.556380221,-17.2110583959,0.1,0.1,10,
a9ff13e8450466ab,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.0114352818642,-83.6235842732,-18.6004574213,0.1,0.1,10,
035ff886d05ed3b6,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.00469430733372,-35.231221309,-20.1128091828,0.1,0.1,10,
337885fba6a29b36,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.00174905301154,-13.4858815941,-21.8331882363,0.1,0.1,10,
aa259b2b3490560f,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.003001650908,0.000583753520077,-4.64456888505,-23.8822960917,0.1,0.1,10,
a60a15c5c38f8c0c,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000171237570073,-1.35224530031,-25.2176149002,0.1,0.1,10,
84e3a82ad6d0e213,H2SO4,A,X_EGDA,temp_C,inverse_temperature_K_inv,0.00335401643468,6.16395294502e-05,-0.0121140020174,-0.659164049737,0.1,0.1,10,
f087ea99a41f2c13,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.0518110109797,-295.54316768,-13.1692347232,0.1,0.1,10,
473e933fb18c8dd4,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.0253482989811,-178.022736076,-16.9988246305,0.1,0.1,10,
a9ff13e8450466ab,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.0113996229219,-82.8850425447,-18.4938528945,0.1,0.1,10,
035ff886d05ed3b6,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.00468851096248,-35.1001702502,-20.0627675426,0.1,0.1,10,
337885fba6a29b36,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.00174827830594,-13.4664811855,-21.8114405387,0.1,0.1,10,
aa259b2b3490560f,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.000583670730264,-4.64222528851,-23.8736311929,0.1,0.1,10,
a60a15c5c38f8c0c,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.000171230768597,-1.35204441319,-25.2148701398,0.1,0.1,10,
84e3a82ad6d0e213,H2SO4,A,Y_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,6.16386816039e-05,-0.0122407738427,-0.666071297656,0.1,0.1,10,
f087ea99a41f2c13,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00230866905229,0.984509197037,93.3525835936,0.21891133302,0.1,0.1,10,
473e933fb18c8dd4,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00242042841583,0.992779134175,54.6428393665,0.133221052469,0.1,0.1,10,
a9ff13e8450466ab,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00254355843826,0.996881673511,24.0635781115,0.0613985779722,0.1,0.1,10,
035ff886d05ed3b6,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00267988744473,0.998765233968,9.74725218855,0.0261538326248,0.1,0.1,10,
337885fba6a29b36,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00283165793572,0.999557071404,3.59188836654,0.01017550622,0.1,0.1,10,
aa259b2b3490560f,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.003001650908,0.999858176765,1.18912297781,0.00356983835211,0.1,0.1,10,
a60a15c5c38f8c0c,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00319335781574,0.999960280466,0.330763727846,0.00105628889078,0.1,0.1,10,
84e3a82ad6d0e213,H2SO4,A,S_EGMA,temp_C,inverse_temperature_K_inv,0.00335401643468,0.999986245089,-0.00753646148405,-2.52777633702e-05,0.1,0.1,10,
f087ea99a41f2c13,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00230866905229,0.00081522261531,-7.75587349654,-21.964239925,0.1,0.1,10,
473e933fb18c8dd4,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00242042841583,0.000184367962146,-3.5336441455,-46.3905583249,0.1,0.1,10,
a9ff13e8450466ab,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00254355843826,3.56589423416e-05,-0.738541728518,-52.680307441,0.1,0.1,10,
035ff886d05ed3b6,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00267988744473,5.79637124163e-06,-0.13105105887,-60.5899920214,0.1,0.1,10,
337885fba6a29b36,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.00283165793572,7.74705595116e-07,-0.0194004086059,-70.9112227038,0.1,0.1,10,
aa259b2b3490560f,H2SO4,A,Y_EG,temp_C,inverse_temperature_K_inv,0.003001650908,8.2789812892e-08,-0.00234359653736,-84.9700999268,0.1,0.1,10,
