scenario_id,relative_path,catalyst,geometry,status,reason,details,retained_in_analysis
a89ff1ab11e04631,H2SO4/CPR_dimensions/s11__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
7c8b5dd793d70969,H2SO4/CPR_dimensions/s12__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
967504bb2c57b8ad,H2SO4/CPR_dimensions/s13__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
0c323deb56aaad4c,H2SO4/CPR_dimensions/s14__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
e650238bbfa7e917,H2SO4/CPR_dimensions/s15__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
8a2601780516a757,H2SO4/CPR_dimensions/s16__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
515606a0f98ce2e8,H2SO4/CPR_dimensions/s17__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3a995ff85dc1b347,H2SO4/CPR_dimensions/s18__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
fcbff6ef44af46a7,H2SO4/CPR_dimensions/s19__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
4ab13b33c8c93e87,H2SO4/CPR_dimensions/s20__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
597bf2e90d56f74a,H2SO4/CPR_dimensions/s21__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
fadbfffd470d723f,H2SO4/CPR_dimensions/s22__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
ac11cc9dc7fab065,H2SO4/CPR_dimensions/s23__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
7f9f7ad9738d2f5b,H2SO4/CPR_dimensions/s24__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
6ae51f725fc2ef98,H2SO4/CPR_dimensions/s25__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.2M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
88f0530e09f45738,H2SO4/CPR_dimensions/s26__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.2M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
6c43ae302a9aa90f,H2SO4/CPR_dimensions/s27__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.2M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3c5d3dfb7bdd8cd4,H2SO4/CPR_dimensions/s28__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.2M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
b35b8fe168071242,H2SO4/CPR_dimensions/s29__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.2M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
5fbb402b4202a12b,H2SO4/CPR_dimensions/s30__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.2M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
eade8eff9c1c6985,H2SO4/CPR_dimensions/s31__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.2M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
cc728dc17d5b3d22,H2SO4/CPR_dimensions/s32__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.2M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
8a4f31fd466cbeb8,H2SO4/CPR_dimensions/s33__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.2M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
286b4a5b719c65d3,H2SO4/CPR_dimensions/s34__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.2M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
e02378dab38b6022,H2SO4/CPR_dimensions/s35__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.2M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
15fb80ac268e7084,H2SO4/CPR_dimensions/s36__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.2M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
b86895c5bf212eec,H2SO4/CPR_dimensions/s37__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.2M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
03dcbc6fecb56bae,H2SO4/CPR_dimensions/s38__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.2M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
76eb3d3407ee1634,H2SO4/CPR_dimensions/s39__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.2M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
87ca265516786d03,H2SO4/CPR_dimensions/s40__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.2M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
ecba2c16d399b855,H2SO4/CPR_dimensions/s41__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.2M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
d20f30018772bd6a,H2SO4/CPR_dimensions/s42__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.2M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
a3f79bd318c3dd6e,H2SO4/CPR_dimensions/s43__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.2M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
24363320cf83c159,H2SO4/CPR_dimensions/s44__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.2M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
c1eaf8855325a1bf,H2SO4/CPR_dimensions/s45__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.2M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
a4c6bb268e53cd4f,H2SO4/CPR_dimensions/s46__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.2M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
75fa74acb99fac7c,H2SO4/CPR_dimensions/s47__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.2M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
c3e498dc1520fc5b,H2SO4/CPR_dimensions/s48__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.2M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
f4e83328ef19751a,H2SO4/CPR_dimensions/s49__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.2M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
50a639ff62ebb1d8,H2SO4/CPR_dimensions/s50__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.3M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
25424d6cd86fa47a,H2SO4/CPR_dimensions/s51__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.3M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
c1559e5e230d2834,H2SO4/CPR_dimensions/s52__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.3M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
89e9e8856d5435ba,H2SO4/CPR_dimensions/s53__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.3M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
5ce78ef511801776,H2SO4/CPR_dimensions/s54__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.3M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
30e7e51a072af984,H2SO4/CPR_dimensions/s55__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.3M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
18b9fd545c8f1c48,H2SO4/CPR_dimensions/s56__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.3M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
851d5422273ae77a,H2SO4/CPR_dimensions/s57__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.3M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
8304e56596292824,H2SO4/CPR_dimensions/s58__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.3M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
f130cacb0f5d5711,H2SO4/CPR_dimensions/s59__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.3M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
c3a6950560bc48c2,H2SO4/CPR_dimensions/s60__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
82d9873c2af552e4,H2SO4/CPR_dimensions/s61__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3d086a11e9820f39,H2SO4/CPR_dimensions/s62__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3128e5cb5c8ae67c,H2SO4/CPR_dimensions/s63__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3d491f9710bdc9e5,H2SO4/CPR_dimensions/s64__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
11f8cd48021bd747,H2SO4/CPR_dimensions/s65__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.3M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
178c03b6f596721e,H2SO4/CPR_dimensions/s66__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.3M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
d4d11bd2053c47ec,H2SO4/CPR_dimensions/s67__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.3M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
5bec66b4dfe12293,H2SO4/CPR_dimensions/s68__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.3M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
70fb75c05747522e,H2SO4/CPR_dimensions/s69__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.3M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3070deaff90868a5,H2SO4/CPR_dimensions/s70__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.3M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
64817d5fe127d457,H2SO4/CPR_dimensions/s71__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.3M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
02be0d29cfa75931,H2SO4/CPR_dimensions/s72__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.3M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3b330dbe7b8429fa,H2SO4/CPR_dimensions/s73__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.3M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
de14b982e8a99829,H2SO4/CPR_dimensions/s74__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.3M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
8f0d8524f51e2eaf,H2SO4/CPR_dimensions/s75__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.4M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
9ff9422e16174704,H2SO4/CPR_dimensions/s76__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.4M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
e533a7e7ae63bf54,H2SO4/CPR_dimensions/s77__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.4M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
7375cc7be16076b2,H2SO4/CPR_dimensions/s78__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.4M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
d5a322301195f90b,H2SO4/CPR_dimensions/s79__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.4M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
bccb261b44a49279,H2SO4/CPR_dimensions/s80__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.4M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
6db2580c10d48da8,H2SO4/CPR_dimensions/s81__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.4M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
038718557a2b3273,H2SO4/CPR_dimensions/s82__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.4M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
9f3bb762232fbab4,H2SO4/CPR_dimensions/s83__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.4M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
684c9881cecaf56d,H2SO4/CPR_dimensions/s84__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.2M_cat0.4M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
2a1e927494e0aca6,H2SO4/CPR_dimensions/s85__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.4M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
92e5d81b8990a92d,H2SO4/CPR_dimensions/s86__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.4M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
3cb2b634ee879999,H2SO4/CPR_dimensions/s87__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.4M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
c4e03004b8c21a7f,H2SO4/CPR_dimensions/s88__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.4M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
34f41a8defd609b4,H2SO4/CPR_dimensions/s89__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.4M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
1fa757bec5601dc4,H2SO4/CPR_dimensions/s90__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.4M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
f6e4dc0a465a1bc3,H2SO4/CPR_dimensions/s91__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.4M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
b4f0018897e2c947,H2SO4/CPR_dimensions/s92__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.4M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
819297eb839104dd,H2SO4/CPR_dimensions/s93__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.4M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
9388a67c2eb444a2,H2SO4/CPR_dimensions/s94__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.4M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
28399ed52078faf9,H2SO4/CPR_dimensions/s95__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.4M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
aeea113a751d5bfc,H2SO4/CPR_dimensions/s96__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.4M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
ac66c2c5e1e34cd0,H2SO4/CPR_dimensions/s97__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.4M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
e991c939a494b0c5,H2SO4/CPR_dimensions/s98__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.4M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
cd39a6dea79fb34f,H2SO4/CPR_dimensions/s99__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.4M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
7145607916af6d24,H2SO4/CPR_dimensions/s100__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.5M_Q1+1,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
026baf383eac3cc3,H2SO4/CPR_dimensions/s101__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.5M_Q2+2,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
d5f16f6a4e62aab8,H2SO4/CPR_dimensions/s102__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.5M_Q3+3,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
5d62a6769abf5211,H2SO4/CPR_dimensions/s103__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.5M_Q4+4,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
68b1bdee8c2e68c8,H2SO4/CPR_dimensions/s104__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.1M_cat0.5M_Q5+5,H2SO4,A,retained_with_advisory,radially_segregated,"Retained; flags are applicability/validity diagnostics, not loader failures.",True
