scenario_id,relative_path,catalyst,geometry,temperature_K,inverse_temperature_K_inv,area_m2,volume_m3,volume_mL,Q_total_mL_min,Q_total_m3_s,superficial_velocity_m_s,tau_calculated_s,tau_relative_error,linked_equal_flows,stream1_flow_fraction,stream2_flow_fraction,C_EGDA_in_M,C_catalyst_mixed_M,C_rate_driver_in_M,C_H_plus_in_M,C_OH_in_M,C_H2O_in_M,EGDA_dilution_factor,catalyst_dilution_factor,catalyst_to_EGDA_molar_ratio,catalyst_per_acetate_group,k1_L_mol_s,k2_L_mol_s,k1_over_k2,Da1,Da2,R_OH,EGDA_feed_mol_s,catalyst_feed_mol_s,EGMA_out_mol_s,STY_EGMA_mol_m3_s,STY_EGMA_mol_Lreactor_h,EGMA_mol_per_catalyst_mol,EGMA_mol_per_EGDA_feed_mol,water_depletion_fraction,density_estimated_g_L,viscosity_Pa_s,Re,flow_regime,radial_diffusion_time_s,t_rad_over_tau,Taylor_Aris_Dax_m2_s,Bo,pfr_advisory,requires_pressurization,numerically_valid,pressure_valid,ideal_pfr_supported,physical_valid,C_EGDA_out_profile_M,C_EGMA_out_profile_M,C_EG_out_profile_M,C_AcOH_out_profile_M,C_H2O_out_profile_M,C_OH_out_profile_M,OH_residual_fraction,OH_utilization_fraction,EGDA_conversion_stoichiometric_ceiling,total_cleavage_stoichiometric_fraction,Q1_over_K1_out,Q2_over_K2_out,X_over_Xeq,C_EGMA_peak_M,Y_EGMA_peak,x_peak_m,tau_peak_s,x_peak_over_L,tau_peak_over_tau_out,peak_is_interior,peak_is_at_outlet,remaining_length_after_peak_m,remaining_time_after_peak_s,EGMA_increasing_at_outlet,peak95_start_x_m,peak95_end_x_m,peak95_width_m,peak95_width_over_L,peak95_start_tau_s,peak95_end_tau_s,peak95_width_s
995556558f435735,H2SO4/CPR_dimensions/s10__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q1+1,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,2,3.33333333333e-08,0.00265258238486,22.6194671058,0,True,0.5,0.5,0.15,0.05,0.0575299083177,0.0575299083177,0,55.8243131,0.5,0.5,0.333333333333,0.166666666667,0.000231428522028,0.000103283760313,2.24070581209,0.000301156979637,0.000134402730609,0,5e-06,1.66666666667e-06,1.51862863667e-09,0.00201414378539,0.00725091762739,0.000911177182,0.000303725727333,8.16848385009e-07,1032.5,0.000890438981615,12.303106081,laminar,4000,176.838825658,,,radially_segregated,False,True,True,False,False,0.149954438,4.55588591e-05,3.08861507e-09,4.55650364e-05,55.8242675,0,,,,,4.95966336937e-10,4.42679715029e-10,0.000303876820673,4.55588591e-05,0.000303725728,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
a89ff1ab11e04631,H2SO4/CPR_dimensions/s11__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q2+2,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,4,6.66666666667e-08,0.00530516476973,11.3097335529,0,True,0.5,0.5,0.15,0.05,0.0575299083177,0.0575299083177,0,55.8243131,0.5,0.5,0.333333333333,0.166666666667,0.000231428522028,0.000103283760313,2.24070581209,0.000150578489818,6.72013653046e-05,0,1e-05,3.33333333333e-06,1.51879576667e-09,0.00201436544843,0.00725171561436,0.00045563873,0.000151879576667,4.08424192441e-07,1032.5,0.000890438981615,24.6062121621,laminar,4000,353.677651315,,,radially_segregated,False,True,True,False,False,0.149977217,2.27819365e-05,7.72213296e-10,2.27834809e-05,55.8242903,0,,,,,1.23991584153e-10,1.10670912696e-10,0.000151949980712,2.27819365e-05,0.000151879577,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
7c8b5dd793d70969,H2SO4/CPR_dimensions/s12__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q3+3,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,6,1e-07,0.00795774715459,7.53982236862,-1.17798321536e-16,True,0.5,0.5,0.15,0.05,0.0575299083177,0.0575299083177,0,55.8243131,0.5,0.5,0.333333333333,0.166666666667,0.000231428522028,0.000103283760313,2.24070581209,0.000100385659879,4.48009102031e-05,0,1.5e-05,5e-06,1.51885148e-09,0.00201443934054,0.00725198162593,0.000303770296,0.000101256765333,2.72282795003e-07,1032.5,0.000890438981615,36.9093182431,laminar,4000,530.516476973,,,radially_segregated,False,True,True,False,False,0.149984811,1.51885148e-05,3.43214731e-10,1.51892012e-05,55.8242979,0,,,,,5.51073705886e-11,4.91872183957e-11,0.000101302558518,1.51885148e-05,0.000101256765,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
967504bb2c57b8ad,H2SO4/CPR_dimensions/s13__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q4+4,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,8,1.33333333333e-07,0.0106103295395,5.65486677646,0,True,0.5,0.5,0.15,0.05,0.0575299083177,0.0575299083177,0,55.8243131,0.5,0.5,0.333333333333,0.166666666667,0.000231428522028,0.000103283760313,2.24070581209,7.52892449092e-05,3.36006826523e-05,0,2e-05,6.66666666667e-06,1.51887933333e-09,0.00201447628217,0.0072521146158,0.0002278319,7.59439666667e-05,2.0421209622e-07,1032.5,0.000890438981615,49.2124243241,laminar,4000,707.355302631,,,radially_segregated,False,True,True,False,False,0.149988608,1.1391595e-05,1.93060767e-10,1.13919811e-05,55.8243017,0,,,,,3.09978957908e-11,2.76678513992e-11,7.59778831794e-05,1.1391595e-05,7.59439668e-05,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
0c323deb56aaad4c,H2SO4/CPR_dimensions/s14__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q5+5,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,10,1.66666666667e-07,0.0132629119243,4.52389342117,-1.96330535893e-16,True,0.5,0.5,0.15,0.05,0.0575299083177,0.0575299083177,0,55.8243131,0.5,0.5,0.333333333333,0.166666666667,0.000231428522028,0.000103283760313,2.24070581209,6.02313959273e-05,2.68805461219e-05,0,2.5e-05,8.33333333333e-06,1.51889605167e-09,0.00201449845555,0.00725219443997,0.0001822675262,6.07558420667e-05,1.63011410162e-07,1032.5,0.000890438981615,61.5155304052,laminar,4000,884.194128288,,,radially_segregated,False,True,True,False,False,0.149990887,9.11337631e-06,1.23559844e-10,9.11362343e-06,55.824304,0,,,,,1.98386533324e-11,1.77074407551e-11,6.07827694097e-05,9.11337631e-06,6.0755842e-05,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
e650238bbfa7e917,H2SO4/CPR_dimensions/s15__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q1+1,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,2,3.33333333333e-08,0.00265258238486,22.6194671058,0,True,0.5,0.5,0.2,0.05,0.0575299083177,0.0575299083177,0,55.4187066,0.5,0.5,0.25,0.125,0.000231428522028,0.000103283760313,2.24070581209,0.000301156979637,0.000134402730609,0,6.66666666667e-06,1.66666666667e-06,2.01012911667e-09,0.00266601654309,0.00959765955511,0.00120607747,0.0003015193675,1.08808024764e-06,1032.5,0.000890438981615,12.303106081,laminar,4000,176.838825658,,,radially_segregated,False,True,True,False,False,0.199939692,6.03038735e-05,4.05853118e-09,6.03119906e-05,55.4186463,0,,,,,6.56483682014e-10,5.85951154374e-10,0.000301767841665,6.03038735e-05,0.000301519368,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
8a2601780516a757,H2SO4/CPR_dimensions/s16__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q2+2,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,4,6.66666666667e-08,0.00530516476973,11.3097335529,0,True,0.5,0.5,0.2,0.05,0.0575299083177,0.0575299083177,0,55.4187066,0.5,0.5,0.25,0.125,0.000231428522028,0.000103283760313,2.24070581209,0.000150578489818,6.72013653046e-05,0,1.33333333333e-05,3.33333333333e-06,2.01034886667e-09,0.00266630799558,0.00959870878408,0.00060310466,0.000150776165,5.43137901446e-07,1032.5,0.000890438981615,24.6062121621,laminar,4000,353.677651315,,,radially_segregated,False,True,True,False,False,0.199969844,3.0155233e-05,1.01471058e-09,3.01572624e-05,55.4186765,0,,,,,1.64120919455e-10,1.4648908022e-10,0.000150895337915,3.0155233e-05,0.000150776165,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
515606a0f98ce2e8,H2SO4/CPR_dimensions/s17__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q3+3,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,6,1e-07,0.00795774715459,7.53982236862,-1.17798321536e-16,True,0.5,0.5,0.2,0.05,0.0575299083177,0.0575299083177,0,55.4187066,0.5,0.5,0.25,0.125,0.000231428522028,0.000103283760313,2.24070581209,0.000100385659879,4.48009102031e-05,0,2e-05,5e-06,2.01042212e-09,0.00266640515083,0.00959905854298,0.000402084424,0.000100521106,3.6269341588e-07,1032.5,0.000890438981615,36.9093182431,laminar,4000,530.516476973,,,radially_segregated,False,True,True,False,False,0.199979895,2.01042212e-05,4.50994009e-10,2.01051232e-05,55.4186865,0,,,,,7.29426310274e-11,6.51064500978e-11,0.00010059942925,2.01042212e-05,0.000100521106,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
3a995ff85dc1b347,H2SO4/CPR_dimensions/s18__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q4+4,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,8,1.33333333333e-07,0.0106103295395,5.65486677646,0,True,0.5,0.5,0.2,0.05,0.0575299083177,0.0575299083177,0,55.4187066,0.5,0.5,0.25,0.125,0.000231428522028,0.000103283760313,2.24070581209,7.52892449092e-05,3.36006826523e-05,0,2.66666666667e-05,6.66666666667e-06,2.01045874667e-09,0.00266645372845,0.00959923342243,0.000301568812,7.5392203e-05,2.70666728221e-07,1032.5,0.000890438981615,49.2124243241,laminar,4000,707.355302631,,,radially_segregated,False,True,True,False,False,0.199984921,1.50784406e-05,2.53687373e-10,1.5078948e-05,55.4186916,0,,,,,4.10302298363e-11,3.66224322418e-11,7.54505234527e-05,1.50784406e-05,7.53922032e-05,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
fcbff6ef44af46a7,H2SO4/CPR_dimensions/s19__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q5+5,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,10,1.66666666667e-07,0.0132629119243,4.52389342117,-1.96330535893e-16,True,0.5,0.5,0.2,0.05,0.0575299083177,0.0575299083177,0,55.4187066,0.5,0.5,0.25,0.125,0.000231428522028,0.000103283760313,2.24070581209,6.02313959273e-05,2.68805461219e-05,0,3.33333333333e-05,8.33333333333e-06,2.01048073333e-09,0.00266648288918,0.00959933840103,0.000241257688,6.0314422e-05,2.16533382577e-07,1032.5,0.000890438981615,61.5155304052,laminar,4000,884.194128288,,,radially_segregated,False,True,True,False,False,0.199987937,1.20628844e-05,1.62361164e-10,1.20632091e-05,55.4186946,0,,,,,2.6259347195e-11,2.3438377319e-11,6.03608754953e-05,1.20628844e-05,6.03144219e-05,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
4ab13b33c8c93e87,H2SO4/CPR_dimensions/s20__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q1+1,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,2,3.33333333333e-08,0.00265258238486,22.6194671058,0,True,0.5,0.5,0.25,0.05,0.0575299083177,0.0575299083177,0,55.0131002,0.5,0.5,0.2,0.1,0.000231428522028,0.000103283760313,2.24070581209,0.000301156979637,0.000134402730609,0,8.33333333333e-06,1.66666666667e-06,2.49427501e-09,0.00330813497727,0.0119092859182,0.001496565006,0.0002993130012,1.35967614492e-06,1032.5,0.000890438981615,12.303106081,laminar,4000,176.838825658,,,radially_segregated,False,True,True,False,False,0.249925167,7.48282503e-05,4.99917956e-09,7.48382486e-05,55.0130254,0,,,,,8.14598640694e-10,7.27078359681e-10,0.000299683732748,7.48282503e-05,0.000299313001,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
597bf2e90d56f74a,H2SO4/CPR_dimensions/s21__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q2+2,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,4,6.66666666667e-08,0.00530516476973,11.3097335529,0,True,0.5,0.5,0.25,0.05,0.0575299083177,0.0575299083177,0,55.0131002,0.5,0.5,0.2,0.1,0.000231428522028,0.000103283760313,2.24070581209,0.000150578489818,6.72013653046e-05,0,1.66666666667e-05,3.33333333333e-06,2.49454586667e-09,0.00330849421208,0.0119105791635,0.00074836376,0.000149672752,6.79838072397e-07,1032.5,0.000890438981615,24.6062121621,laminar,4000,353.677651315,,,radially_segregated,False,True,True,False,False,0.249962581,3.7418188e-05,1.24989017e-09,3.74206878e-05,55.0130628,0,,,,,2.03649659883e-10,1.81771180574e-10,0.000149853132119,3.7418188e-05,0.000149672752,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
fadbfffd470d723f,H2SO4/CPR_dimensions/s22__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.5M_cat0.1M_Q3+3,H2SO4,A,298.15,0.00335401643468,1.25663706144e-05,7.53982236862e-07,0.753982236862,6,1e-07,0.00795774715459,7.53982236862,-1.17798321536e-16,True,0.5,0.5,0.25,0.05,0.0575299083177,0.0575299083177,0,55.0131002,0.5,0.5,0.2,0.1,0.000231428522028,0.000103283760313,2.24070581209,0.000100385659879,4.48009102031e-05,0,2.5e-05,5e-06,2.49463616e-09,0.00330861396733,0.0119110102824,0.000498927232,9.97854464e-05,4.54437214097e-07,1032.5,0.000890438981615,36.9093182431,laminar,4000,530.516476973,,,radially_segregated,False,True,True,False,False,0.249975053,2.49463616e-05,5.55520863e-10,2.49474726e-05,55.0130752,0,,,,,9.05109600727e-11,8.07874275574e-11,9.99045917512e-05,2.49463616e-05,9.97854463e-05,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
