scenario_id,catalyst,geometry,primary_regime,flag_low_conversion,flag_overreaction_to_EG,flag_EGMA_selective,flag_interior_EGMA_peak,flag_NaOH_exhausted,flag_NaOH_stoichiometric_limit,flag_acid_equilibrium_limit,flag_physical_validity_question
75fa74acb99fac7c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c3e498dc1520fc5b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f4e83328ef19751a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
50a639ff62ebb1d8,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
25424d6cd86fa47a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c1559e5e230d2834,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
89e9e8856d5435ba,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5ce78ef511801776,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
30e7e51a072af984,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
18b9fd545c8f1c48,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
851d5422273ae77a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8304e56596292824,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f130cacb0f5d5711,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c3a6950560bc48c2,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
82d9873c2af552e4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3d086a11e9820f39,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3128e5cb5c8ae67c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3d491f9710bdc9e5,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
11f8cd48021bd747,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
178c03b6f596721e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d4d11bd2053c47ec,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5bec66b4dfe12293,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
70fb75c05747522e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3070deaff90868a5,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
64817d5fe127d457,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
02be0d29cfa75931,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3b330dbe7b8429fa,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
de14b982e8a99829,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8f0d8524f51e2eaf,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9ff9422e16174704,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e533a7e7ae63bf54,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7375cc7be16076b2,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d5a322301195f90b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bccb261b44a49279,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6db2580c10d48da8,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
038718557a2b3273,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9f3bb762232fbab4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
684c9881cecaf56d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2a1e927494e0aca6,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
92e5d81b8990a92d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3cb2b634ee879999,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c4e03004b8c21a7f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
34f41a8defd609b4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
1fa757bec5601dc4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f6e4dc0a465a1bc3,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
b4f0018897e2c947,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
819297eb839104dd,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9388a67c2eb444a2,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
28399ed52078faf9,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
aeea113a751d5bfc,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ac66c2c5e1e34cd0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e991c939a494b0c5,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
cd39a6dea79fb34f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7145607916af6d24,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
026baf383eac3cc3,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d5f16f6a4e62aab8,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5d62a6769abf5211,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
68b1bdee8c2e68c8,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9102b997b6fccf59,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ff737c5637b2f5e0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6a92d40f048c8814,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
b443b29cb4e9b26c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8ea81386f6e9771c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
054444b43ef36d7e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
95a96a0476595aff,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3d3bc6ffc78cbee0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
03de56a31a672daa,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2f7a43cde335965b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3f90bd03023e37ed,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5c3f01a12c07b990,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
11710f13c7d96d96,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
0220bd0383514d5c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3b54b5ddd4261f79,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
4278fc16278c4236,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e374c1ff50cc703c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
17e8e85765a05abf,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9df9e2eee230ed52,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
b7cfbced2a88ff0e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
33a49931ca048840,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
cc010d4999cc5736,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
207d8baddc4d7f3a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
54910fec9d3cce05,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a60a15c5c38f8c0c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
efa34deefc35570e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a64412fd5cc96927,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5110b9844e9cf838,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
14b354cb72d784a1,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ff004e6343f6d100,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e9dd19cce486f696,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e4f482614dbc73cf,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
4b85807dce4c9069,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6cf8dc2b2a46262c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f52eaeaef5e3caa4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
185fca9559c2f7fc,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bf7824e32445f05f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
474a1ca88d7e4fdd,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
da863ade8c942d2a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7e4a363fe1f8284b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6c217fb8045179d4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
322ea31a5a624e9b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e7df219b474000ac,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
55d069b93955fad1,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d4a44b6374e94d5c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d2ec4bcaec1e5c1e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a169b10829b1f2ab,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ba7baee9b004ae7e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
87bcd574df0e84ed,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5e537a27e8057a48,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
33acc726400b818d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
90faa23abf11e4f3,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c40292bd60eaf45f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e8bb122826f070ae,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
638197d7f31023d4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8d28f3f6562219d0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c2ac8972a3866e17,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
771cc543d7c70525,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
218a5f4305755190,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e19b62450da54e3b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e49fb52fa0b7dbcb,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
0f434de2986e0ff6,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
05163a0b5bf32fab,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8282239f16e475da,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e55df20476f7fefc,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8e4497756d16906c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
efb311da5d42d343,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
82cf862ebc19f3c0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5246cfed6714567f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
eed861ca929b67de,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ccc0333ec1f42088,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
db0bf0b4189a4b27,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
615e8635868bbf81,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
351ee457ea3b6710,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
24b517dc6c681a4e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
b838db8d9f240c06,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bb7d5d7074c1aeaa,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
87fd2c01adc6da97,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
cfc2b9dde2f1ae74,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
401c50fd4ee64b82,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8a8967ef091ec306,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
462e8b690a95739f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
39cf50a66a5a137f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7085cafaaa2c6e7b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
0cef148eaa179812,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d657a03b59115ea5,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7651b129c87d0644,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
add73ca03d0ed59c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d00746ac8398c299,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7fb8ce018ef38412,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d4c6dc2279f06d5d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f1a9f6069684f2f3,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
710a495a3d182e67,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
32a907d0fb48be90,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c08758937fd41e15,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
431f4a23434106c3,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
db093e4d1d7cd797,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8e0ff4efd3c9bb57,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3d6a18c6ce641eb5,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8cd1a6417b0d7969,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
03183dd36a3dd77b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5dcbbc2ae18ffe05,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a02a133f5fc231e7,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
18bf999162e0dba4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f825b49928a9fcba,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
41edbbfae9ca5d8d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
49a34abae7fdc7e2,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
4d0bc33533fb1dab,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
0affd62fb166bccd,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a2fd54a360adf104,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2b1be88b23aee627,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8fd199e20ad3c882,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
591525f6211cff50,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8f11611e7c3fe939,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
79192d4630352862,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6b08d93ddad9db85,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5da3f5f27cedb8b4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7ec9f953db2a1bfe,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
58d452d7a70354b6,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
b891f43b2ff51ce0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
be2b3a4cf786084f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
0cbe39e2cea9cfd7,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f4398cb76569cffa,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bfa3404eae9257d7,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2f64faf87d9cf166,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8294ffd6ef8e7200,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
47e21fd6e65f37f9,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
58a58e3e6087c20f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5f4960d63488a5d1,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d406a82f99b8bd9d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
de2e1efee5a154c8,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
06c8b52547a3a4f7,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e6db9f5c0b3a6061,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d1fd9777b951105f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
54080b2d9deeb497,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
22f5905009ade3cc,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
534211b69090c4a6,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c0b832f3f76c3473,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a95025c5ac83375f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ec588952f0486605,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
83d31dd81afc08bf,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6a1fcc25795fd14c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f568681a16080cda,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e6520bec0f72e860,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e9add9b967ff0296,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2695118c67d689bc,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
459c4fb55cf059ca,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2892c92ab53fd56b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
03aef97f7164af97,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
aa259b2b3490560f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6f6846937e3d560c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8671c48f1014c40e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
0c42d845b9e35609,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5883f39475a36e3e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
947d8c374f33d54d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
41c93599fe792767,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7d2f44d9587c8f3a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c3aee420fbab2b72,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
b7b2cbed0ebddcb8,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
1972e9eaf3720a48,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
082a5c248ce667ab,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c41641b662a82ba0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2614c052d550de30,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6ae248a703318e13,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bd7737f3ea16995b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8db0b7cc98fbc43f,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
dd5740dfb8e0b6d7,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
6c0a6901311de663,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
880d40d2eac2642e,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ff7308c7ccf0cd93,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c5d8bc12866d106a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9fe7fc3347e04ecd,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
2f29fea3e9faeb93,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
87dae904fc97d0a3,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
680a4073a5f12d12,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7c515328ea910c46,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
44353dcf58dbc124,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9e566d6f14c014c0,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
69d38239193724ee,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5cc7f42ff7fb991d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
5028613b1fa5d958,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7bf34e56eadd3e05,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
213717eceeab4093,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
745220ed66705733,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bb0e4209e498e8eb,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
85be98997196c4e5,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
01fe9400a7c9ec74,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9ecb8352f436d92c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7895d68270e5ead6,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e85c609c11bb1b01,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f88fab61f5d4c234,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
055901183df29605,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
ff2ab011e2d1fd8d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9be925fa9ae9033c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
436c7627fb9e8eb8,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bf16fd37c94d752d,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
da7b6e5e8f69a9ba,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
c2634d5f0656652c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
16a8a0de5535e950,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
33e39fc14f2d6619,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
772b6f7a002de207,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
b7acffeb7a5d529c,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
bf019e1fd2466970,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
554be45367e28d88,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a16e57d71e9a3e99,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d07e02468f8b6522,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
617db5d5b368f821,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a1b3a75e77b32878,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a45db897b7bd73de,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
4013168df8aac329,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
fc4f0decb377f2a4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
8cec1c60b4bb8a87,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
e7ac3555921fc1fd,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
f3649fa287ba4fbc,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
9d3eb5c3d47ac664,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
7676bf89afdd73e4,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
968bb9ef35229adb,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
d5a295d3889d35e2,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
398362fa219e05b2,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
fe208c429d529c2b,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
59322ee8caa95d3a,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
a792043f9b288ac6,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
920920d2b99d5971,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
82812e30b0589519,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
3eec19a474087062,H2SO4,A,low_conversion,True,False,False,False,False,False,False,True
